Identification Brand,Identification Model,Identification Variant,Identification Year,Identification Body Type,Identification Seating Capacity,Identification Segment,Pricing Delhi Ex Showroom Price,Pricing Delhi On Road Price,Pricing Delhi Resale Value,Pricing Delhi Insurance Cost,Engine Cc,Engine Cylinders,Engine Type,Engine Turbo,Engine Bhp,Engine Torque,Engine Transmission,Engine Gears,Engine Drive,Engine 0 100 Sec,Engine Top Speed,Efficiency Fuel Type,Efficiency Mileage Arai,Efficiency Mileage City,Efficiency Mileage Highway,Efficiency Tank Capacity,Dimensions Length,Dimensions Width,Dimensions Height,Dimensions Wheelbase,Dimensions Ground Clearance,Dimensions Weight Kg,Dimensions Boot Liters,Dimensions Turning Radius,Ev Data Is Ev,Ev Data Battery Kwh,Ev Data Range Km,Ev Data Charging Ac Hours,Ev Data Charging Dc Min,Safety Ncap Stars,Safety Airbags,Safety Abs,Safety Esp,Safety Hill Hold,Safety Isofix,Safety Tpms,Safety Adas Level 2,Features Sunroof,Features Ventilated Seats,Features Cruise Control,Features Keyless Entry,Features Touchscreen Inch,Features 360 Camera,Features Wireless Charging,Features Connected Tech,Features Led Lights,Features Alloy Wheels,Warranty Years,Warranty Km,Warranty Service Km
Hyundai,Venue,SX (1.0L Turbo DCT),2025,Sub-Compact SUV,5,B-Segment,1250000,1450000,Excellent,45000,998,3,Turbo Petrol,TRUE,120,172,Automatic,7,FWD,11.5,185,Petrol,18.5,12.5,16,45,3995,1770,1617,2500,195,1220,350,5,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,TRUE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,SX (O),2025,Compact SUV,5,Sub-4 Meter SUV,1370000,1590000,Excellent,45000,998,3,Petrol,TRUE,120,172,DCT,7,FWD,11.5,175,Petrol,18.1,13.5,17,45,3995,1770,1617,2500,195,1210,350,5.1,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,S (O) Turbo DCT,2025,Compact SUV,5,Sub-4 Meter SUV,1145000,1350000,Good,40000,998,3,Petrol,TRUE,120,172,DCT,7,FWD,11.5,180,Petrol,18.1,13,16.5,45,3995,1770,1617,2500,195,1200,350,5.1,FALSE,0,0,0,0,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,8,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,SX (O) Turbo DCT,2025,Compact SUV,5,Sub-4m Compact SUV,1300000,1510000,Good,55000,998,3,Petrol,TRUE,120,172,Automatic,7,FWD,11.5,180,Petrol,18.5,12.5,16,45,3995,1770,1617,2500,195,1250,350,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Pane,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,N Line N6 Turbo,2025,Compact SUV,5,Sub-4 Meter SUV,1300000,1510000,Excellent,55000,998,3,Turbo Petrol,TRUE,122,175,DCT,7,FWD,10.5,185,Petrol,18.1,12.5,16,45,3995,1770,1617,2500,195,1190,350,5.1,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,N Line N8 Turbo,2025,Compact SUV,5,Sub-Compact SUV,1450000,1700000,Excellent,55000,998,3,Petrol,TRUE,118,172,DCT,7,FWD,10.5,185,Petrol,18.1,12,16,45,3995,1770,1617,2500,190,1200,350,5.1,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,N Line N6 Turbo DCT,2025,Compact SUV,5,Sub-Compact SUV,1230000,1410000,Excellent,40000,998,3,Petrol,TRUE,120,172,DCT,7,FWD,9.8,185,Petrol,18.1,13.5,17,45,3995,1770,1617,2500,195,1220,350,5.1,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,8,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Venue,N-Line N8 Turbo DCT,2025,Sub-Compact SUV,5,B2,1380000,1590000,Excellent,45000,998,3,Turbo Petrol,TRUE,120,172,DCT,7,FWD,10.8,185,Petrol,18.1,13.5,17.5,45,3995,1770,1617,2500,195,1220,350,5.1,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,EX,2025,Sedan,5,C-Segment,1150000,1320000,Strong,46000,1497,4,Petrol,FALSE,115,144,Manual,6,FWD,10.5,190,Petrol,18.6,13.5,17,45,4535,1765,1475,2670,170,1185,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,10000
Hyundai,Verna,S,2025,Sedan,5,C-Segment,1149000,1350000,Strong,40000,1497,4,Petrol,FALSE,113,144,Manual,6,FWD,10.5,185,Petrol,18.6,14.5,17,45,4535,1765,1475,2670,170,1200,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,8,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Verna,SX Turbo MT,2025,Sedan,5,C-Segment,1520000,1750000,Excellent,50000,1482,4,Turbo Petrol,TRUE,160,253,Manual,6,FWD,8.5,195,Petrol,19.5,13.6,16.5,45,4535,1765,1475,2670,165,1240,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,TRUE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,SX (O),2025,Sedan,5,C-Segment,1795000,2060000,Excellent,65000,1482,4,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.5,195,Petrol,19.2,14.5,17,45,4535,1765,1475,2670,165,1250,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Pane,TRUE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,SX Turbo,2025,Sedan,5,C-Segment,1650000,1950000,Excellent,66000,1482,4,Petrol,TRUE,160,253,DCT,7,FWD,8.5,195,Petrol,19,13.5,17.5,45,4535,1765,1475,2670,165,1250,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Pane,TRUE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,SX (O) Turbo DCT,2025,Sedan,5,C-Segment,1825000,2100000,Strong,55000,1482,4,Petrol,TRUE,160,253,DCT,7,FWD,8.5,205,Petrol,20,13.5,18,45,4535,1765,1475,2670,170,1260,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Single Pane,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Verna,SX Turbo DCT,2025,Sedan,5,C-Segment,1650000,1920000,Good,50000,1482,4,Petrol,TRUE,160,253,DCT,7,FWD,8.2,200,Petrol,20.6,14,17.5,45,4535,1765,1475,2670,165,1250,528,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,TRUE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,E,2025,SUV,5,Compact SUV,1120000,1300000,Excellent,45000,1497,4,Petrol,FALSE,115,144,Manual,6,FWD,11.5,175,Petrol,17,13,16,50,4330,1790,1635,2610,190,1250,433,5.2,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,10000
Hyundai,Creta,EX,2025,SUV,5,Compact SUV,1220000,1400000,Excellent,36000,1497,4,Petrol,FALSE,115,144,Manual,6,FWD,11.5,175,Petrol,17.4,13,16,50,4330,1790,1635,2610,190,1250,433,5.3,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,8,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Creta,S 1.5 Petrol MT,2025,SUV,5,Compact SUV,1400000,1600000,Excellent,50000,1497,4,Petrol,FALSE,115,144,Manual,6,FWD,11.5,170,Petrol,17.5,14,15.5,50,4330,1790,1635,2610,190,1250,433,5.3,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,FALSE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,S (O),2025,SUV,5,Compact SUV,1480000,1750000,Excellent,55000,1497,4,Petrol,FALSE,115,144,Manual,6,FWD,11.8,175,Petrol,17,12,16,50,4330,1790,1635,2610,190,1280,433,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,SX,2025,SUV,5,Compact SUV,1580000,1850000,Excellent,45000,1497,4,Petrol,FALSE,115,144,Manual,6,FWD,11.5,175,Petrol,17,12.5,16,50,4330,1790,1635,2610,190,1250,433,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Panoramic,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,SX Tech (1.5L Turbo Petrol DCT),2025,SUV,5,Compact SUV,2050000,2380000,Excellent,75000,1482,4,Petrol,TRUE,160,253,DCT,7,FWD,8.9,195,Petrol,18.4,12,15.5,50,4330,1790,1635,2610,190,1350,433,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,SX (O),2025,SUV,5,Compact SUV,1950000,2320000,Excellent,75000,1482,4,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.9,195,Petrol,18.4,12.5,16,50,4330,1790,1635,2610,190,1350,433,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,SX (O) Turbo DCT,2025,SUV,5,Compact SUV,2050000,2380000,Excellent,75000,1482,4,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.9,195,Petrol,18.4,12.5,16.5,50,4330,1790,1635,2610,190,1350,433,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,S (O) Diesel AT,2025,SUV,5,Compact SUV,1780000,2050000,Excellent,65000,1493,4,Turbo Diesel,TRUE,115,250,Automatic,6,FWD,11,175,Diesel,19.1,14,17.5,50,4330,1790,1635,2610,190,1350,433,5.3,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,SX (O) Diesel AT,2025,SUV,5,Compact SUV,2080000,2450000,Excellent,75000,1493,4,Diesel,TRUE,116,250,Automatic,6,FWD,11.5,175,Diesel,20,14.5,18,50,4330,1790,1635,2610,190,1350,433,5.2,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,N Line N8,2025,SUV,5,Compact SUV,2090000,2490000,Excellent,75000,1482,4,Turbo Petrol,TRUE,158,253,DCT,7,FWD,8.9,195,Petrol,18,13.5,16,50,4330,1790,1635,2610,190,1340,433,5.3,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,N Line N10,2025,SUV,5,Compact SUV,2150000,2480000,Excellent,65000,1482,4,Petrol,TRUE,158,253,DCT,7,FWD,8.2,195,Petrol,18.5,12.5,16,50,4330,1790,1635,2610,190,1320,433,5.3,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta,N Line N8 DCT,2025,SUV,5,Compact SUV,2050000,2360000,Strong,72000,1482,4,Petrol,TRUE,160,253,DCT,7,FWD,8.9,195,Petrol,18.2,13.5,16.5,50,4330,1790,1635,2610,190,1300,433,5.2,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Creta N Line,N10 DCT,2025,SUV,5,Compact SUV,2050000,2350000,Excellent,75000,1482,4,Turbo Petrol,TRUE,160,253,DCT,7,FWD,8.9,195,Petrol,18.2,12.5,16,50,4330,1790,1635,2610,190,1350,433,5.3,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,Prestige 7Str,2025,SUV,7,Mid-Size SUV,1850000,2150000,Excellent,65000,1482,4,Petrol,TRUE,160,253,Automatic,7,FWD,9.5,180,Petrol,18.5,12.5,16.5,50,4500,1790,1675,2760,195,1450,180,5.4,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Single Pane,FALSE,TRUE,TRUE,10.25,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,Platinum 7Str,2025,SUV,7,Mid-Size SUV,2050000,2420000,Good,72000,1482,4,Turbo Petrol,TRUE,160,253,DCT,7,FWD,9.5,190,Petrol,18,11.5,15,50,4500,1790,1675,2760,195,1450,180,5.4,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,Signature 6Str,2025,SUV,6,Mid-Size SUV,2150000,2520000,Excellent,75000,1482,4,Turbo Petrol,TRUE,160,253,DCT,7,FWD,9.5,195,Petrol,18.1,12.5,15.5,50,4500,1790,1675,2760,200,1380,180,5.4,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,Platinum Diesel AT,2025,SUV,6,Mid-Size SUV,2150000,2540000,Excellent,75000,1493,4,Turbo Diesel,TRUE,115,250,Automatic,6,FWD,12.5,175,Diesel,18.1,14.5,17,50,4500,1790,1675,2760,190,1480,180,5.4,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Alcazar,Signature Diesel AT,2025,SUV,6,Mid-Size SUV,2120000,2450000,Excellent,75000,1493,4,Turbo Diesel,TRUE,115,250,Automatic,6,FWD,11.5,175,Diesel,18.5,14,17.5,50,4500,1790,1675,2760,190,1480,180,5.4,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,Platinum (2.0L Petrol AT),2025,SUV,5,Premium Mid-Size SUV,3100000,3650000,Excellent,95000,1999,4,Petrol,FALSE,156,192,Automatic,6,FWD,10.5,195,Petrol,12.9,9.5,14,54,4630,1865,1665,2755,181,1650,540,5.5,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,Signature,2025,SUV,5,D-Segment SUV,3750000,4550000,Excellent,115000,1997,4,Diesel,TRUE,186,416,Automatic,8,AWD,9.5,205,Diesel,18.1,12,15.5,54,4630,1865,1665,2755,181,1750,540,5.4,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,Platinum Diesel AT,2025,SUV,5,Premium Mid-Size SUV,3750000,4450000,Excellent,110000,1997,4,Turbo Diesel,TRUE,184,416,Automatic,8,AWD,9.5,205,Diesel,16.3,11.5,14.5,54,4630,1865,1665,2755,181,1750,540,5.4,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,Signature Diesel AT,2025,SUV,5,Premium Mid-Size SUV,3750000,4450000,Excellent,150000,1997,4,Turbo Diesel,TRUE,184,416,Automatic,8,FWD,9.2,205,Diesel,18,13.5,17,54,4630,1865,1665,2755,181,1700,540,5.4,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Tucson,Signature Diesel 4WD,2025,SUV,5,Premium Mid-Size SUV,3150000,3650000,Excellent,120000,1999,4,Turbo Diesel,TRUE,186,416,Automatic,8,4WD,9.5,195,Diesel,16,12,15.5,54,4630,1865,1665,2755,181,1780,540,5.4,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,10.25,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Ioniq 5,RWD Long Range,2025,Crossover,5,Premium EV,4750000,5050000,Excellent,150000,0,0,Electric Motor,FALSE,225,350,Automatic,1,RWD,7.3,185,Electric,0,0,0,0,4635,1890,1605,3000,160,2000,527,5.9,TRUE,77.4,631,8,18,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Panoramic,TRUE,TRUE,TRUE,12.3,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Tiago,XE,2025,Hatchback,5,Entry-Level Hatchback,590000,660000,Good,18500,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,13.5,155,Petrol,20,15.5,18,35,3765,1677,1535,2400,170,950,242,4.9,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,7500
Tata Motors,Tiago,XM,2025,Hatchback,5,Compact Hatchback,620000,720000,Strong,25000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,14.5,155,Petrol,19,14.5,18,35,3765,1677,1535,2400,170,980,242,4.9,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Tata Motors,Tiago,XT,2025,Hatchback,5,Entry-Level Hatchback,640000,720000,Good,30000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,14.5,155,Petrol,20,15,18,35,3765,1677,1535,2400,170,980,242,4.9,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Tiago,XZ Plus,2025,Hatchback,5,Entry-Level Hatchback,715000,820000,Good,32000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,13.8,155,Petrol,20,15.5,18.5,35,3765,1677,1535,2400,170,980,242,4.9,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,7500
Tata Motors,Tiago,XZA Plus AMT,2025,Hatchback,5,Compact Hatchback,850000,980000,Good,25000,1199,3,Petrol,FALSE,86,113,AMT,5,FWD,14.5,155,Petrol,20,15,18,35,3765,1677,1535,2400,170,1050,242,4.9,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Tiago,XE CNG,2025,Hatchback,5,Compact Hatchback,660000,755000,Strong,20000,1199,3,Petrol/CNG,FALSE,72,95,Manual,5,FWD,17.5,150,CNG,26,20,24,35,3765,1677,1535,2400,170,1080,80,4.9,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,10000
Tata Motors,Tiago,XM CNG,2025,Hatchback,5,Compact Hatchback,685000,765000,Strong,25000,1199,3,Petrol/CNG,FALSE,73,95,Manual,5,FWD,16.5,145,CNG,26.4,22,25,35,3765,1677,1535,2400,168,1080,80,4.9,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,7500
Tata Motors,Tiago,XT CNG,2025,Hatchback,5,Entry-Level Hatchback,810000,932000,Excellent,28000,1199,3,Petrol/CNG,FALSE,72,95,Manual,5,FWD,16.5,145,CNG,27,20,24,35,3765,1677,1535,2400,168,1100,80,4.9,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Tiago,XZ Plus CNG,2025,Hatchback,5,Compact Hatchback,875000,995000,Strong,35000,1199,3,Petrol/CNG,FALSE,73,95,Manual,5,FWD,16.5,145,CNG,26.4,22,24,60,3765,1677,1535,2400,168,1050,80,4.9,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Tigor,XE,2025,Compact Sedan,5,Sub-4m Sedan,650000,730000,Good,30000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,14.5,155,Petrol,20,14,18,35,3993,1677,1532,2450,170,1050,419,5.1,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,7500
Tata Motors,Tigor,XM,2025,Compact Sedan,5,B-Segment Sedan (Sub-4m),785000,890000,Good,35000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,13.5,155,Petrol,19.2,13.5,17,35,3993,1677,1532,2450,170,1040,419,5.1,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Tigor,XZ,2025,Compact Sedan,5,B-Segment,760000,851000,Good,30000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,14.5,155,Petrol,19.2,14.5,17.5,35,3993,1677,1532,2450,170,1040,419,5.1,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Tigor,XZ Plus,2025,Sedan,5,Compact Sedan,885000,1018000,Good,31000,1199,3,Petrol,FALSE,86,113,Manual,5,FWD,14.5,155,Petrol,20.3,15,18,35,3993,1677,1532,2450,170,1030,419,5.1,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Tigor,XZA Plus AMT,2025,Sedan,5,Sub-Compact Sedan,895000,1030000,Good,45000,1199,3,Petrol,FALSE,86,113,AMT,5,FWD,14.5,155,Petrol,19.2,13.5,17.5,35,3993,1677,1537,2450,170,1050,419,5.1,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,7500
Tata Motors,Tigor,XM CNG,2025,Sedan,5,Compact Sedan,830000,945000,Strong,35000,1199,3,Petrol/CNG,FALSE,73,95,Manual,5,FWD,16.5,150,CNG,26.4,22,25,35,3993,1677,1532,2450,165,1100,200,5.1,FALSE,0,0,0,0,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,10000
Tata Motors,Tigor,XZ CNG,2025,Compact Sedan,5,B-Segment,910000,1045000,Good,35000,1199,3,Petrol/CNG,FALSE,73,95,Manual,5,FWD,15,150,CNG,26.4,20,24,60,3993,1677,1532,2450,170,1100,205,5.1,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,TRUE,TRUE,3,100000,7500
Tata Motors,Tigor,XZ Plus CNG,2025,Compact Sedan,5,Sub-Compact Sedan,950000,1080000,Good,28500,1199,3,Petrol,FALSE,73,95,Manual,5,FWD,15,145,CNG,27,22,25,35,3993,1677,1532,2450,165,1150,200,5.1,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,None,FALSE,TRUE,TRUE,8,FALSE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
